_t1,inventoryNo,regionId,illustrationFileName,name,ability,notes,type,subType,regionName,size,rank,discordChannelUrl
,RD18,R,DOKKEBI_526,원석탑,치유의 힘 / -,"천지인 (RD15) 돌탑에 쌓여있는 선조들의 의지를 따라 스스로의 새로운 삶보다, 전도체로서 공동체적 삶에 몸을 희생한 후대들의 탑이다. 여느 돌 탑들과 마찬가지로 ‘천지인’ 특유의 정령의 기운이 깃들어 있지만, 선대와 달리 덩어리째 영이 묶여버려, 보다 힘이 강력하게 느껴진다. 이 지역의 돌들은 자신의 존재여부를 당연히 돌로 인식하고 있는듯 하나, 이런 종류의 탑을 보면, 꼭 동서남북이 바뀌어 나타나는 잘못된 현상이라기 보다, 아마도 순수 돌들만이 아니라 여러 결합체가 쌓아올려져 빚어진 현상 같다. 원석탑과 같이 속이 비어 있는 몇몇 돌을 발견 할 수 있는데, 이것은 과거 영물들의 알로 추정된다. ——————————————‘황석’은 그 중에서도 ‘치유의 힘’을 지닌 아티팩트이다. 이 석탑을 얻게된 도깨비들의 사용 방법을 보면, 각 지역 주술사에게 찾아가, 가루와 즙을 만들어 통증이 심한 부위나, 잘린 부위에 펴바르고 의식을 치르곤 한다. 도깨비들의 연결부위가 이상하거나, 두가지 이상의 색으로 이루어져 있다면, 이 석탑의 치유의 힘을 빌어 재생성 하였을 가능성이 크다. 물론 엉뚱한 도깨비들의 세상이라, 원채 그리 생긴걸 수 도 있다.",탑,후대의 탑,천지인 - 정령의 숲 초입,중형,B,https://discord.com/channels/1284335991951200278/1284346522850431098
,RD19,R,DOKKEBI_527,석목탑,,"천지인 (RD15) 돌탑에 쌓여있는 선조들의 의지를 따라 스스로의 새로운 삶보다, 전도체로서 공동체적 삶에 몸을 희생한 후대들의 탑이다. 여느 돌 탑들과 마찬가지로 ‘천지인’ 특유의 정령의 기운이 깃들어 있지만, 선대와 달리 덩어리째 영이 묶여버려, 보다 힘이 강력하게 느껴진다. 이 지역의 돌들은 자신의 존재여부를 당연히 돌로 인식하고 있는듯 하나, 이런 종류의 탑을 보면, 꼭 동서남북이 바뀌어 나타나는 잘못된 현상이라기 보다, 아마도 순수 돌들만이 아니라 여러 결합체가 쌓아올려져 빚어진 현상 같다. 이 부근에서 석목탑과 같이 평안나무의 일부가 박혀있는 돌들을 발견 할 수 있는데, 이 나무는 피로물든 붉은 토양의 위에서만 자라나며, 밝혀지지 않은 신비한 마력을 가지고 있다 전해진다. (필자가 여행을 하며 들은 내용은, 평안 잎을 따 입안에 넣으면, 죽음과 행복을 좌우에 두고 넘나드는 과정을 통해, 심장이 돌로 굳어 절대 흔들림 없는 불혹의 삶을 살 수 있다 들었다.) 돌로 보이는 저 덩어리 안에 무엇이 있을지 전혀 짐작이 되지 않는다. ————————————‘석목탑’은 특별한 힘을 갖고 있진 않지만 돌 위에 솟은 평안 나무에 대하여, 저주와 축복을 오고가는 무수한 추측들이 난무하다. 개수가 희귀한 만큼 많은 이들이 탐내는 아티팩트이다.",탑,후대의 탑,천지인 - 정령의 숲 초입,중형,A,https://discord.com/channels/1284335991951200278/1284346550088110162
,RD20,R,DOKKEBI_528,소왓,,"일평생 남들보다 가벼운 돌인줄 알고 살았는데, 세월이 만든 상처의 속살이 아이소핑크와 스펀지로 이루어진 가짜돌. 이 풍요로운 곳에서 쫒겨날까 노심초사하며 사는, 뇌가 많은 이들과 달리, ’근데’는 눈만 껌뻑일 뿐, 이에 전혀 근심이 없어보인다. 심지어 입처럼 보이는 녹아내린 흔적은 마치 배시시 웃고 있는듯 하다. 어쩌면 입 달린 이 돌로 하여금 쉽게 지식을 얻을 지도 모르겠다.",정령,가짜 조형물,천지인 - 정령의 숲 초입,소형,E,https://discord.com/channels/1284335991951200278/1284346565166764074
,RD21,R,DOKKEBI_529,겅한댄하멍 남매,뒷담화 / -,"다른 세상에서 수많은 사랑과 기도를 들었던 마을의 수호신 ‘하르방’ 종족들은 하루아침에 이땅으로 버려져 자신들이 그저 주변에 널린 돌들과 다르지 않다는 사실을 깨닫게 되었다. 돌에게 생겨난 의미가 스스로의 생명력과 지능을 만들었다는 점에서, 그들은 자신의 존재 가치에 부가적인 의미를 부여하고, 잃지 않으려 애쓰며 산다. 그들에겐 지켜야 할 이유도, 증명받아야 할 이유도 참- 많다. ——————————————제주 함덕에서 오게된 돌 하르방 ‘그랬데메’ 남매들은 성분이 다른데, 서울 출신의 ‘그럴건데’ 형제들과 모습이 같다는 이유만으로, 돌의 무게를 절대로 이해하지 못하는 무식한 부류들과 동일한 취급을 받는 것을 몹시나 불쾌해 한다. 남의 땅에서 같은 동족끼리 전쟁을 벌이기 직전의 상황. 민족 특유의 정신 ‘ 뒷담화’를 통해 주변의 정령들을 끌어들이는 중이다.",정령,돌,천지인 - 정령의 숲 초입,중형,C,https://discord.com/channels/1284335991951200278/1284346587610484759
,RD22,R,DOKKEBI_530,겅하잰햄신디 형제,주먹 하나 믿고 여기까지 왔다는 크나큰 부심 하나 / - ,"다른 세상에서 수많은 사랑과 기도를 들었던 마을의 수호신 ‘하르방’ 종족들은 하루아침에 이땅으로 버려져 자신들이 그저 주변에 널린 돌들과 다르지 않다는 사실을 깨닫게 되었다. 돌에게 생겨난 의미가 스스로의 생명력과 지능을 만들었다는 점에서, 그들은 이 땅에서 자신의 존재에 부가적인 의미를 부여하고 잃지 않으려 애쓰고 산다. 그들에겐 지켜야 할 것도, 증명받아야 할것도 참- 많다. ——————————————서울에서 넘어온 플라스틱 하르방 삼형제. 논현동 이베리코 돼지 고기집 앞에서 타다 남은 연탄 냄새를 맡고 사는 것보다 훨 행복하지만, 가끔씩은 만취한 사람들의 길거리 풍경이 그립다. 자신에게 싸던 오줌을 제외하고는..이 머나 먼땅에서 자신의 고국으로 부터 해방된 동무를 만나 한없이 반가웠으나, 그들의 텃세에 혀를 내두르게 된다. 떠나라는 경고를 무시하면서 대전의 서막이 시작되었다. 그들은 취객보다 쎄면 얼마나 쎄겠어 하는 생각으로 돌 하르방의 공격을 우습게 생각중인듯 하다.",정령,가짜 조형물,천지인 - 정령의 숲 초입,중형,E,https://discord.com/channels/1284335991951200278/1284346613346603113
,RD23,R,DOKKEBI_531,삼신 참나무,"번뜩이는 영감을 주며, 지친 마음을 어루만져주는 노오란 젤리. / -","삼신 할매가 그들의 자식, 오백장군의 스프를 끓이다 탕에 함께 빠져버린 할매의 국자로 추정되는 참나무 조각들. 국자의 머리 부분과 분리된 듯 보이며, 할매의 튼튼한 골수와 영과 혼이 녹아 붙은것으로 추정되는 노란 액체가 묻어있다. 오백장군에게서 발견된 것과도 같다. 수천년이 지난 아직까지도 영롱하게 번뜩인다. 정령의 숲에서 발견된 신성한 아티팩트.",정령,아티팩트,천지인 - 정령의 숲 초입,대형,S,https://discord.com/channels/1284335991951200278/1284346637086359683
,RD24,R,DOKKEBI_532,게네,"- / 망각의 투구 (청각 상실), 망각의 가면 (시력 상실)","누군가의 머리위에 올라가 눈알에 촉수를 꽂아 특정 기억으로 세뇌 시켜 놓는다는 공포의 암모나이트 게네. 땅의 혼이 돌의 영에 깃들어 생겨난 영물이며, 머리부분은 아직 돌을 유지하고 있는듯 보인다. 영물이라는 소문도 있고, 잘린 누군가의 머리라는 소문도 있고, 전설의 오백장군중 하나가 즐겨쓰던 ‘망각의 가면’ 또는 투구라는 소문도 있다. 어찌됬던 느릿느릿 살아 움직인다는것만이 사실이다.",동물,영물,천지인 - 정령의 숲 초입,소형,A,https://discord.com/channels/1284335991951200278/1284346657680654387
,RD25,R,DOKKEBI_533,몽구름,- / 결단의 투구,"거북이 등껍질같은 것에 물처럼 찰랑이고 고요한 물체가 묻어있다. 영과 혼이 융합되는 모양으로 꽤나 오랜 시간동안 저 등껍질 위를 맴돌고 있다. 전설의 오백장군중 하나가 즐겨쓰던 ‘결단의 투구’라는 소문이 있다. 사실인지는 불투명하나, 그 투구는 도깨비의 뇌를 한입 베어 물때마다, 대가로 예술적인 해안을 내려주며, 오백장군의 토벌을 승리로 이끌 수 있었던 전설의 투구다.",정령,돌,천지인 - 정령의 숲 초입,중형,A,https://discord.com/channels/1284335991951200278/1284346683106263152
,RD26,R,DOKKEBI_534,못이룬 손톱,- / 무패의 어깨 방어구,"시멘트 같은 돌 위에 매끈하고 청아하다 못해 살아 숨쉬는 오름이 있다. 전설의 오백장군의 ‘무패의 어깨 방어구’라는 소문이 있다. 사실인지는 불투명하나, 그 방어구는 도깨비의 골수나 혼을 한입 베어 물때마다, 대가로 공격을 튕겨 내준다고 알려져있다.",정령,돌,천지인 - 정령의 숲 초입,중형,A,https://discord.com/channels/1284335991951200278/1284346712080515134
,RD27,R,DOKKEBI_535,계약된 결속자,- / 광분의 건틀렛,"돌사이에 자라난 평안 나무. 푸르른 잎사귀와는 달리 나무의 오래된 상처가 돋보인다. 뭐라 적어둔것 같기도하고.. 이 낡고 건강한 아티팩트는 전설의 오백장군의 ‘광분의 건틀렛’이라는 소문이 있다. 사실인지는 불투명하나, 그 방어구는 도깨비의 살점을 한입 베어 물때마다, 대가로 배고픔에 집중력을 잃지 않도록 만들어준다 알려져있다. 실제로 뜯긴 살점이 아픈만큼 내려치는데 효능이 좋았다고 알려져있다.",정령,돌,천지인 - 정령의 숲 초입,중형,A,https://discord.com/channels/1284335991951200278/1284346737900785786
,RD28,R,DOKKEBI_536,억눌린 오름,균의 번식 / -,"균이 끊임없이 번식하며 본체의 중심부 마져 감염된듯한 푸른색의 이 오름은, 고독의 맹세를 져버린 어느 느영나영의 무덤으로 알려져 있다. 암울한 재즈가 들리면 크기가 엄청나게 부풀어 오르는 이 물체는 오름이라기에도, 곰팡이라기에도 애매한 모습을 띄고있다. 이 덩어리를 숲으로 부터 제거하려 시도하거나, 우울이 부풀어 오른다면 이 숲은 전부 파란색의 무덤으로 뒤바뀔지 모른다.",정령,돌,천지인 - 정령의 숲 초입,중형,A,https://discord.com/channels/1284335991951200278/1284346770205446277
,RD29,R,DOKKEBI_537,삼신 오름,"두가지가 연결될시 오름의 기능은 잃게 되지만, 거대한 국자가 생겨 생명의 바다를 한웅큼 퍼올 수 있을지도 모르겠다. / 번뜩이는 영감을 주며, 지친 마음을 어루만져주는 노오란 젤리.","삼신 할매가 그들의 자식, 오백장군의 스프를 끓이다 탕에 함께 빠져버린 할매의 국자로 추정되는 국자 머리. 할매의 튼튼한 골수와 영과 혼이 녹아 붙은것으로 추정되는 노란 액체가 묻어있다. 오백장군에게서 발견된 것과도 같다. 수천년이 지난 아직까지도 영롱하게 번뜩인다. 정령의 숲에서 발견된 신성한 아티팩트.",정령,돌,천지인 - 정령의 숲 초입,대형,S,https://discord.com/channels/1284335991951200278/1284346793752002571
,RD30,R,DOKKEBI_538,길주,,‘길주’는 본래 자아가 여러개인것을 인지하고 있었다. 오히려 영혼인 상태에서 자신의 자아를 마음껏 펼쳐볼 수 있다는 것이 즐겁기만 하다. 그 시간이 유한하게 돌의 육신에 갇힌다는 사실은 아직 인지하지 못한채..,영혼,돌,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284346809711591434
,RD31,R,DOKKEBI_539,금리,,"‘금리’는 목과 몸이 떨어져나갈 당시 뱃속에 아이가 있었다. 돌로 굳어지는 망각의 육신으로 들어가기 보단, 아이와 함께 더 많은 시간을 누리고싶었던 그는 아이와 함께 영혼이 되어 세상을 누비고 있다.",영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284346825826111488
,RD32,R,DOKKEBI_540,혁장,,"‘혁장’은 생전에 번개의 의식을 다루던 도깨비였으나, 참수 이후 영혼과 육신의 싱크를 맞추는데 실패하고 영혼이 빠져나오게 되었다. 그는 번개의 의식 중 어느 파트가 자꾸 기억이 나질 않아 싱크를 맞추는데 실패하였는데, 이 부분이 잘려나간 머리에 담겨있는 기억일거라 생각하여 머리의 모양을 하고 번개의 의식을 되뇌이는 중이다.",영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284346839557996677
,RD33,R,DOKKEBI_541,미지,,‘미지’는 영혼이 된 후 자유를 만끽하는 중이다.,영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284346859040800798
,RD34,R,DOKKEBI_542,자명,,"‘자명’은 RD37 ‘소명’과 같이 본능의 의식을 통해 권법을 다루던 도깨비였으나, ‘소명’과 달리 육신 속에서 상상의 권법을 펼치는 것이 육신과의 싱크를 맞추기보단 자유로운 영혼의 형태로 빠져나오게 되었다. 하지만 이 형태는 반쪽짜리 권법이라 생각하여 서운해 하는 중이다.",영혼,,퐁당,중형,D,https://discord.com/channels/1284335991951200278/1284346881585057873
,RD35,R,DOKKEBI_543,봉수,,‘봉수’는 영혼이 된 후에도 육신을 갖지 못한 허무함이 마음을 지배했다. 그래서인지 생전의 얼굴이 영혼의 형체로 보여지고 있다.,영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284346900685914152
,RD36,R,DOKKEBI_544,서불,,‘서불’은 돌이 된 육신에 잠식되어 가는 중이다. 눈이 새빨갛게 될 때 까지 그는 빠져나오려고 발버둥을 쳤지만 도무지 방법을 모르겠어서 이제 체념의 단계에 이르렀다.,영혼,돌,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284346928095690902
,RD37,R,DOKKEBI_545,소미,,"‘소미’는 본능의 의식을 주로 다루며 곤충과 같은, 이를테면 당랑권과 같은 권법을 다뤄 의식에 맞추어 육체를 다루는 능력이 훌륭했던 전사다. 목이 떨어져나간 후에도 움직여지지 않는 육신에 의식을 가득 담아 몸을 움직이는 권법을 상상속에서 펼치곤 했다. 그러기를 반복하다보니 어느새 몸이 움직여지기 시작했다.",도깨비,,퐁당,중형,B,https://discord.com/channels/1284335991951200278/1284346945652916298
,RD38,R,DOKKEBI_546,자림,,"‘자림’은 생전에 내내 잠을 자고 싶었다. 목이 잘리는 순간, 차라리 모든 기억과 생각이 돌에 잠식되어 망각의 상태로 접어들면 어떨까 하는 생각을 했지만, 그러한 생각이 꼬리에 꼬리를 물어 오히려 영혼이 빠져나오게 되었다. 아직 잠을 청하고 싶은 ‘자림’은 영혼인 상태에서도 눈을 감고 잠을 청해보려 노력하고 있지만 잘 되지 않아 괴롭다.",영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284346967853633587
,RD39,R,DOKKEBI_547,중진,,"‘중진’은 돌이 된 육신에서 빠져나온 자유로운 영혼이다. 현세의 박쥐처럼 날아다니기도 하고, 날개를 다리처럼 이용해 걸어다니기도 한다.",영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284346989714210888
,RD40,R,DOKKEBI_548,마리노신,,"‘마리노신’은 ‘마라’, ‘리명’, ‘노부’, ‘신리’가 본능의 의식을 통해 퓨전이 되었던 과거의 용사이다. 현재는 목이 잘려나간 이후 영혼이 떨어지지도, 하나가 되지도 못한 채 붙어있다.",영혼,,퐁당,중형,D,https://discord.com/channels/1284335991951200278/1284347020932288513
,RD41,R,DOKKEBI_549,라구,,"모든 기억, 심지어는 본인의 이름과 존재마저 돌로 굳어진 육신에 갇혀버리고 아주 희미한 정도의 파편만 영혼으로 남아버렸다.",영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284347040113098822
,RD42,R,DOKKEBI_550,다제,,‘다제’는 불의 의식을 주로 다루던 도깨비였다. 불의 의식을 외우며 영혼과 몸의 싱크를 맞춰가는 중이다.,영혼,,퐁당,소형,D,https://discord.com/channels/1284335991951200278/1284347054528921692
,RD43,R,DOKKEBI_551,라자,,‘리자’는 돌이 되어가는 육신에서 빠져나가지 못하고 망각의 세계로 접어들기 시작했다.,영혼,돌,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284347084425658469
,RD44,R,DOKKEBI_552,진묘,,‘진묘’ 는 돌이 된 육신에서 빠져나온 영혼이다. 생전의 얼굴이 영혼의 형체로 보여지고 있다.,영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284347149819187321
,RD45,R,DOKKEBI_553,빈라,,‘빈라’는 목을 잃고 나서야 본인의 자아가 세개였다는 사실을 알게 되었다. 하나의 몸과 세개의 정신을 도저히 맞출 자신이 없어 빠져나와 영혼으로 지내고 있다.,영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284347202155581451
,RD46,R,DOKKEBI_554,실무,,‘실무’는 기억을 얼마 갖고 있지 않은 영혼이다.,영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284347234980335689
,RD47,R,DOKKEBI_555,오루,,"‘오루’는 생전에 간신이었다. RD2 ‘표사자’가 본인의 얕은 조언을 파악하고 멀리하려 하자 RD1 ‘운도’ 곁에서 그의 비위를 맞추며 살아왔다. 영혼이 된 지금, 그 누구도 듣지 않고 그럴 필요도 없지만 허공에 대고 비위를 맞추고 있다.",영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284347257453547612
,RD48,R,DOKKEBI_556,소진홍,본능의 의식 / -,"‘소진홍’은 ‘소비’, ‘진승, ‘홍민’이 퓨전을 한 형체이다. 이 셋은 영혼이 통하는 존재들로 본능의 의식을 통해 퓨전에 성공하여 ‘퐁당’의 강력한 존재로 지내왔는데, 과거 남북전쟁 당시 큰 활약을 했으나 결국 포로가 되어 참수형에 당하게 되었다. 세개로 찢어질 뻔 한 영혼을 본능의 의식을 통해 합치는데 성공하였고, 나아가 육신과의 싱크를 맞춰 돌이 되어가는 육신을 본인의 것으로 만들었다.",도깨비,,퐁당,중형,A,https://discord.com/channels/1284335991951200278/1284347279767240745
,RD49,R,DOKKEBI_557,송무,불의 의식 / 꼬불망이,"‘송무’는 RD54’주시’의 스승으로, 불의 의식 때 주로 사용하던 방망이인 ‘꼬불망이’와 늘 함께 했다. ‘꼬불망이’는 ‘송무’의 마음이 깃들어, 마치 도깨비의 도깨비처럼 어느정도 의식이 있는 아티팩트로 성장하였는데, 참수 당할 당시 적군은 이를 인식하지 못하고 송무의 목만 잘라냈다. 송무의 남은 육신이 돌로 굳어가고 의식이 망각의 상태로 접어들 무렵, ‘꼬불망이’가 송무의 의식을 두드려 깨웠다. ‘송무’는 이내 정신을 차리고 불의 의식을 외우기 시작했고, 마침내 육신과 정신의 싱크를 맞추어 돌의 육신을 본인의 새로운 육신으로 만드는 것에 성공했다.",도깨비,,퐁당,소형,A,https://discord.com/channels/1284335991951200278/1284347300855939133
,RD50,R,DOKKEBI_558,남겨진 쎄시봉 버섯 쌍둥이,,"과거 남부에서 리듬 잘 타기로 유명했던 쎄시봉 퀸텟 중 하나. 대형 버섯 더미의 육신을 갖고있었으며, 정령의숲 근처 습기가 많은 풍족한 지형에서 버섯 모자에 맺힌 물방울을 튕겨 실로폰과 피아노 같은 소리를 담당했었다. 비가 내린뒤 흐르는 형제의 음악은 도깨비들을 감상에 젖게 만들었고, 심지어 그들의 음악은 통굴의 윽..걸! 전염병까지 잠재웠다고 한다. 남부를 더욱이 풍족하게 바꿔 놓았던 희대의 음악가. 왕도깨비의 세례의식 몰입을 위해 북부로 강제 이동되는 과정에, 형제의 음악은 습도가 높은 이 지역에서만 가능했기에, 음악을 잃지 않으려 뿌리에 힘을주다 그만, 머리가 뽑혀 죽어버렸다. 지금은 혼이되어, ‘영혼의 노래’를 작곡하여 듀오로 활동 중에 있다. 밤에 그들의 노래에 맞춰 아른거리는 도깨비불만이 그들을 고요히 위로한다.",식물,,퐁당,중형,A,https://discord.com/channels/1284335991951200278/1284347341884882944
,RD51,R,DOKKEBI_559,희두,,‘희두’는 잘려나간 머리에 담겨있는 기억을 되찾고 싶었다. 영혼이 되어서나마 생전의 머리모양을 하면 행여나 기억이 돌아올까 머리의 모양을 한 영혼이 되었다.,영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284347564581191680
,RD52,R,DOKKEBI_560,다루,,‘다루’는 생전에 너무 순하게만 살았던게 후회되어서 영혼이 되어서나마 악을 쓰면서 지내보려 하고 있다.,영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284347738527633438
,RD53,R,DOKKEBI_561,동민,,"‘동민’은 돌이 된 육신에서 빠져나온 영혼이다. 그는 몸속에 많은 기억들이 담긴채로 돌의 육신에 갇히게 되었고, 많은 기억을 잃은 영혼은 갈곳을 잃었다.",영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284347758689648680
,RD54,R,DOKKEBI_562,주시,불의 의식 / -,생전에 불의 제사장을 맡던 ‘주시’는 불의 의식을 통해 불의 정령들과 대화하고 불꽃을 다루는 능력을 가졌었다. 강하고 신비한 힘을 다루던 그는 목이 떨어져나간 후에도 영혼의 의식을 불의 의식으로 집중하여 마침내 돌이 되어가는 육신과 영혼의 싱크를 맞추는데 성공하였다.,도깨비,,퐁당,중형,A,https://discord.com/channels/1284335991951200278/1284347776574034031
,RD55,R,DOKKEBI_563,호화,불의 의식 / -,"‘호화’는 불의 의식을 주로 다루던 도깨비로, 불의 제사장인 ‘주시’의 보조였다. 불의 의식을 외우며 영혼과 몸의 싱크를 맞춰가는 중이다.",영혼,,퐁당,소형,D,https://discord.com/channels/1284335991951200278/1284347793548378203
,RD56,R,DOKKEBI_564,송우,,"‘송우’는 육신과 싱크를 맞추고 싶어하는 자아와, 자유로운 영혼이 되고싶은 자아가 싸우는 중이다. 이 내면의 싸움이 깊어져 자아가 분열되고 있다.",영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284347809776144424
,RD57,R,DOKKEBI_565,지석,,"‘지석’은 ‘카리스’지역에 머무르고 있는 ‘만물’ 도깨비들이 동경의 대상이였다. 언젠가 기회가 되면 그들이 사는 ‘카리스’에 가서 꼭 만나보리라 생각했었다. 그리고 그들에 대한 구전을 통해 모습을 기억하고 있었다. 참수 이후, 돌이 된 육신에서 영혼이 빠져나온 그는 ‘만물’ 도깨비들에 대한 동경이 가장 큰 기억으로 자리잡아 어딘지 그들과 닮은 모양의 영혼이 되었다.",영혼,,퐁당,소형,E,https://discord.com/channels/1284335991951200278/1284347862293020813
,RD58,R,DOKKEBI_566,솔애,,‘솔애’는 여유를 즐기는 느릿느릿한 성격이다. 하지만 느릿느릿하다고 해서 능력이 없는 것은 아니다. 그만의 방식으로 진동을 느끼고 현명하게 살아오던 ‘퐁당’의 지식인 중 하나였다. ‘솔애’는 현명했던 과거의 성격답게 돌이된 다음에도 천천히 세상의 이치에 대해 되뇌이다 보니 어느새 돌이되어가는 육신에서 빠져나와 자유로운 영혼이 되었다.,영혼,,퐁당,소형,D,https://discord.com/channels/1284335991951200278/1284347880903282739
,RD59,R,DOKKEBI_567,강소,"흙의 의식, 물의 의식 / -","‘강소’는 RD63 ‘파미도’와 RD62 ‘방신’의 자식이다. 어린시절부터 부모에게 물의 의식과 땅의 의식을 전수받은 그는 물의 정령과 땅의 정령과 대화를 나눌 수 있는 영특한 아이였다. 하지만 어림에도 불구하고 당시 북쪽 도깨비들의 냉혈한 선택에 의해 목과 몸이 분리가 되어 몸이 돌로 굳어지는 상태가 되었다. ‘파미도’는 본인의 몸을 찾자마자 ‘강소’에게 달려와 그 방법을 알려주었지만, ‘강소’가 ‘파미도’와 함께 되뇌이는 의식은 반쪽짜리였다. 이를 깨달은 ‘파미도’는 ‘방신’을 깨우고, ‘방신’과 함께 ‘강소’를 깨우는 것에 성공했다.",도깨비,,퐁당,소형,A,https://discord.com/channels/1284335991951200278/1284347902038376572
,RD60,R,DOKKEBI_568,주살,,"‘주살’은 남북전쟁 당시, ‘왕도깨비’와 ‘앵두깨비’ 쪽의 도깨비들을 먹어치운 전적이 있는 도깨비이다. 도깨비의 세계에서는 완전한 죽음이란 존재하지 않고, 영혼과 육신의 개념이 돌고돈다. 하지만 ‘주살’은 그러한 순환을 무시하고 잔인하게 도깨비들을 먹어치워버린 것이다. 이러한 행적에 분노한 당시의 북쪽 도깨비들은 ‘주살’의 목이 떨어졌음에도 불구하고 그의 시신을 조각조각 내버렸다. 주살의 다른 도깨비들 처럼 육신이 돌로 굳어지지 않고, 조각난 영혼 자체로 어느 곳에도 움직이지 못한 채 그 자리에 존재하게 되었다. 이러한 현상을 누구도 명확히 설명할 수는 없지만, 그의 뱃속에 들어간 도깨비들의 원한이 그에게 벌을 내리는 것이라고 이야기가 오가고 있다.",영혼,,퐁당,중형,E,https://discord.com/channels/1284335991951200278/1284347920610496563
,RD61,R,DOKKEBI_569,형구,본능의 의식 / -,"RD2 ‘표사자’, ‘RD75 완달’, RD68 ‘정실’과 같이 동물적인 본능을 본인의 주된 능력으로 다루는 ‘형구’는 영혼이 되어 돌에 갇힌 상태에서도 계속해서 본능의 울부짖음에 귀를 기울였다. 참수 당한 원한인지, 육신을 얻고싶은 욕망인지, 자유를 갈망하는 영혼의 해방인지, 과거에 대한 회한인지, 아니면 모든걸 끝내고 돌로 돌아가고 싶은 마음인지.. 그렇게 끝없이 본능의 울부짖음과 대화하던 어느 순간, 돌이 박살나며 육신의 일부를 갖게 되었다.",도깨비,,퐁당,중형,B,https://discord.com/channels/1284335991951200278/1284347958313357362
,RD62,R,DOKKEBI_570,방신,흙의 의식 / -,"‘방신’은 ‘파미도’의 부인으로, 흙의 정령술에 능한 도깨비였다. ‘파미도’가 새육신을 얻자 바로 옆에 돌의 육신에 갇혀있는 방신에게 육신과 영혼의 싱크를 맞추는 방법인 의식을 되뇌이는 것을 알려주었고, 원래 제례에 능하던 방신은 흙의 의식을 읊어 새육신을 얻게 되었다.",도깨비,,퐁당,소형,A,https://discord.com/channels/1284335991951200278/1284347984607318027
,RD63,R,DOKKEBI_571,파미도,물의 의식 / -,"‘파미도’는 RD69 ‘막수’, RD66 ‘이슬’의 스승으로, 물과 관련된 의식의 스페셜리스트이다. 파미도는 물의 정령과 소통을 하고, 정령술을 다루는데 능한 도깨비였다. ‘막수’와 ‘이슬’이 육신과 영혼의 싱크를 맞추는것에 성공하고, 함께 ‘파미도’를 찾아와 의식을 외웠다. 마침내 ‘파미도’는 새육신을 얻게 되었는데, 이 때 돌이된 과거의 몸에서 물이 쏟아지면서 새육신으로 변하였다.",도깨비,,퐁당,소형,A,https://discord.com/channels/1284335991951200278/1284348020485394444
,RD64,R,DOKKEBI_572,민근,본능의 의식 / -,"‘민근’은 RD68 ‘정실’에게 의식을 치루는 법을 전수받는 중이었다. 따라서 ‘정실’의 오른팔처럼 언제나 함께했었다. ‘정실’이 새육신을 얻게 되자 ‘민근’을 찾아와 함께 의식을 외워주었고, ‘민근’도 비로소 돌의 육신을 본인의 것으로 만드는 것에 성공했다.",도깨비,,퐁당,소형,C,https://discord.com/channels/1284335991951200278/1284348044493590558
,RD65,R,DOKKEBI_573,진도,번개의 의식 / -,"‘진도’는 번개의 정령을 다루는 도깨비이다. 번개를 불러들이고 내리 꽂는다기보다는, 빠른 움직임과 번쩍이게 하는 능력이 있다. 돌의 육신에 갇혀 답답해 하던 찰나, 우연히 지나가던 RD80 ‘종달’의 조언을 통해 육신을 얻게 되었다.",도깨비,,퐁당,소형,A,https://discord.com/channels/1284335991951200278/1284348073803386973
,RD66,R,DOKKEBI_574,이슬,물의 의식 / -,‘이슬’은 RD69 ‘막수’의 짝사랑 상대였다. 아니나 다를까 이들은 같은 가호를 받고 물의 정령을 다루는 도깨비들이였다. 하지만 ‘이슬’은 ‘막수’가 본인을 사랑하는지는 알지 못했다. ‘막수’가 새육신을 얻자마자 ‘이슬’을 찾아와 내내 옆을 지키며 함께 주문을 되뇌어주었다. 마침내 ‘이슬’도 깨어나게 되었다.,도깨비,,퐁당,소형,B,https://discord.com/channels/1284335991951200278/1284348120771330129
